m74	k-19 the widowmaker	1962	6.3	64553	['mystery' 'thriller']
m75	man on fire	1995	4.1	170571	['sci-fi' 'thriller']
m76	dracula	2001	6.4	103195	['adventure' 'family']
m77	american beauty	1977	7.2	60329	['horror']
m78	event horizon	1963	8.0	185413	['drama' 'romance']
m79	men in black ii	1955	5.7	91258	['action' 'adventure']
m80	con air	1954	3.6	164107	['drama' 'romance']
m81	rushmore	1970	5.8	14673	['drama']
m82	dante's peak	1986	8.2	175928	['action' 'thriller']
m83	fargo	1969	7.2	12008	['crime' 'drama' 'thriller']
m84	jumanji	1961	4.4	117020	['action' 'adventure']
m85	scary movie	1971	5.5	86376	['adventure' 'family']
m86	the abyss	1979	4.8	81296	['comedy' 'romance']
m87	x2 x-men united	1983	4.5	88055	['sci-fi' 'thriller']
m88	casper	1948	6.1	131946	['action' 'crime']
m89	toy story	1963	4.8	1447	['drama']
m90	freddy vs jason	1971	7.9	37863	['sci-fi' 'thriller']
m91	the incredibles	1943	5.6	78700	['action' 'thriller']
m92	ace ventura pet detective	1967	4.0	138873	['war' 'drama']
m93	jurassic park	1957	7.1	187843	['fantasy' 'adventure']
m94	groundhog day	1987	7.6	189071	['crime' 'drama' 'thriller']
m95	the others	1957	5.0	162340	['action' 'crime']
m96	the mummy returns	1956	3.7	187585	['mystery' 'thriller']
m97	batman begins	2003	6.9	192524	['drama' 'romance']
m98	maid in manhattan	2002	4.3	137449	['fantasy' 'adventure']
m99	the rock	2002	6.6	4365	['war' 'drama']
m100	bringing out the dead	1967	4.0	11123	['comedy']
m101	the perfect storm	1984	8.7	98878	['war' 'drama']
m102	titanic	1995	6.5	164715	['action' 'adventure']
m103	when harry met sally	2006	7.2	128415	['action' 'thriller']
m104	die hard	1938	6.0	18529	['drama' 'romance']
m105	home alone	2002	8.3	24252	['action' 'crime']
m106	lethal weapon	2005	3.9	193294	['crime' 'drama' 'thriller']
m107	lethal weapon 2	1970	7.9	69764	['comedy' 'romance']
m108	die hard with a vengeance	1964	4.7	170525	['crime' 'drama' 'thriller']
m109	pirates of the caribbean the curse of the black pearl	2001	8.1	20266	['crime' 'drama' 'thriller']
m110	charlie's angels	1974	7.6	161886	['action' 'crime']
m111	fight club	1963	3.9	38796	['horror']
m112	deep impact	1970	7.0	181786	['action' 'thriller']
m113	white men can't jump	1955	3.6	16051	['crime' 'drama' 'thriller']
m114	star trek generations	1972	8.8	26238	['drama' 'romance']
m115	sixth sense the	1965	7.1	76396	['drama' 'romance']
m116	moulin rouge	2004	5.0	122282	['crime' 'drama' 'thriller']
m117	armageddon 2	1953	8.9	144087	['comedy' 'romance']
m118	ocean's eleven	1977	8.8	124129	['action' 'adventure']
m119	deep blue sea	1975	6.0	132957	['crime' 'drama' 'thriller']
m120	wild wild west	1972	5.6	55386	['drama']
m121	indiana jones and the last crusade	1949	4.3	137530	['action' 'thriller']
m122	patch adams	1984	4.2	165738	['adventure' 'family']
m123	toy story 2	1973	8.3	184525	['horror']
m124	nightmare before christmas the	1967	6.2	127588	['sci-fi' 'thriller']
m125	braveheart	1941	4.4	129045	['action' 'crime']
m126	american history x	1995	5.7	190776	['comedy']
m127	spawn	1991	5.4	83007	['drama']
m128	elektra	1980	3.5	196950	['horror']
m129	tomb raider	1988	4.1	51462	['drama' 'romance']
m130	beetlejuice	1939	8.4	76127	['action' 'thriller']
m131	crimson tide	1985	3.9	102428	['war' 'drama']
m132	mercury rising	1947	5.4	112361	['fantasy' 'adventure']
m133	aliens	1973	8.1	73717	['drama']
m134	hercules	1944	8.0	75024	['action' 'crime']
m135	jerry maguire	1957	4.8	69809	['sci-fi' 'thriller']
m136	finding nemo	2003	5.2	98021	['fantasy' 'adventure']
m137	se7en	1992	8.3	199813	['action' 'crime']
m138	gladiator	1989	8.4	145417	['adventure' 'family']
m139	the italian job	1964	7.4	13119	['mystery' 'thriller']
m140	the lost world jurassic park	1990	5.9	197457	['comedy']
m141	monsters inc	1974	6.1	144357	['comedy']
m142	fatal attraction	1959	6.0	90239	['action' 'thriller']
m143	xxx state of the union	1976	4.9	193807	['action' 'crime']
m144	zoolander	1971	5.7	62714	['action' 'thriller']
m145	spider-man	1999	6.5	103531	['drama']
m146	terminator 2 judgment day	1959	7.0	19855	['comedy' 'romance']
m147	high fidelity	2002	8.4	130455	['adventure' 'family']
m148	rocky iv	1966	5.9	87400	['fantasy' 'adventure']
m149	tarzan	1995	5.8	143748	['comedy' 'romance']
m150	underworld	1969	4.0	89791	['adventure' 'family']
m151	batman returns	1949	5.2	96699	['action' 'thriller']
m152	antz	1963	8.3	196668	['war' 'drama']
m153	rush hour	1990	5.6	195667	['adventure' 'family']
m154	mulan	1964	5.5	88807	['fantasy' 'adventure']
m155	the pacifier	1945	6.2	150694	['horror']
m156	what lies beneath	1954	7.2	138883	['action' 'crime']
m157	contact	1965	4.0	65280	['sci-fi' 'thriller']
m158	training day	1989	7.0	113353	['action' 'thriller']
m159	notting hill	1940	4.2	111613	['drama' 'romance']
m160	total recall	1998	8.7	128554	['action' 'adventure']
m161	sin city	1947	5.6	138525	['war' 'drama']
m162	saving private ryan	1997	8.8	65283	['fantasy' 'adventure']
m163	forrest gump	1951	4.7	40013	['adventure' 'family']
m164	mask of zorro the	1951	8.6	189348	['drama' 'romance']
m165	happy gilmore	1996	4.0	10516	['action' 'adventure']
m166	mummy the	1954	4.8	10004	['action' 'crime']
m167	outbreak	1976	8.7	164376	['action' 'thriller']
m168	species	2005	6.9	183279	['fantasy' 'adventure']
m169	sahara	1952	4.0	78884	['adventure' 'family']
m170	beauty and the beast	1962	5.6	58760	['fantasy' 'adventure']
m171	edward scissorhands	1938	3.6	79191	['crime' 'drama' 'thriller']
m172	the terminator	1973	8.7	169121	['war' 'drama']
m173	enemy of the state	1969	6.1	61693	['adventure' 'family']
m174	friday the 13th	1969	3.7	108103	['drama' 'romance']
m175	hunt for red october the	1977	3.8	51036	['crime' 'drama' 'thriller']
m176	men in black	1991	3.9	59877	['action' 'crime']
m177	vanilla sky	1992	8.5	59600	['crime' 'drama' 'thriller']
m178	minority report	1942	7.3	188456	['sci-fi' 'thriller']
m179	godzilla	1984	7.2	52075	['action' 'adventure']
m180	mad max	1975	7.5	132500	['drama']
m181	patriot the	1964	6.2	52687	['action' 'thriller']
m182	the truman show	1962	4.7	58199	['action' 'thriller']
m183	my best friend's wedding	1975	4.1	163622	['crime' 'drama' 'thriller']
m184	demolition man	1961	8.3	127303	['sci-fi' 'thriller']
m185	scream	1945	8.6	38523	['mystery' 'thriller']
m186	windtalkers	1988	3.8	6344	['animation' 'comedy' 'family']
m187	willow	1956	5.7	186235	['action' 'adventure']
m188	bad boys	1961	5.6	186805	['mystery' 'thriller']
m189	the last samurai	1978	7.5	20954	['mystery' 'thriller']
m190	platoon	1959	5.3	48780	['action' 'crime']
m191	kingdom of heaven	2005	7.5	8510	['action' 'thriller']
m192	insomnia	1986	8.0	87102	['crime' 'drama' 'thriller']
m193	dark city	1959	4.1	20660	['action' 'thriller']
m194	shrek	1948	5.4	32579	['adventure' 'family']
m195	top gun	1964	5.6	81073	['war' 'drama']
m196	reservoir dogs	1993	4.0	185028	['crime' 'drama' 'thriller']
m197	bram stoker's dracula	1963	5.5	117157	['comedy' 'romance']
m198	cruel intentions	1979	5.5	124546	['action' 'adventure']
m199	sum of all fears the	1990	4.8	164097	['fantasy' 'adventure']
m200	pulp fiction	1989	3.7	9286	['crime' 'drama' 'thriller']
m201	ghostbusters	1946	7.8	16403	['action' 'thriller']
m202	rambo first blood	1962	7.5	158908	['horror']
m203	bruce almighty	1984	5.0	161887	['action' 'adventure']
m204	phone booth	1971	7.5	180918	['horror']
m205	chicken run	1973	5.1	189305	['fantasy' 'adventure']
m206	zodiac	1946	3.6	61456	['drama']
m207	free willy	1998	7.4	122241	['fantasy' 'adventure']
m208	catch me if you can	1987	7.8	112855	['war' 'drama']
m209	pretty woman	2001	4.2	130315	['comedy']
m210	apollo 13	1939	7.8	193740	['action' 'thriller']
m211	donnie brasco	1957	6.8	86080	['war' 'drama']
m212	the aviator	1978	6.0	156313	['drama']
m213	the island	2003	4.6	197514	['comedy']
m214	wall street	1969	5.7	170424	['action' 'adventure']
m215	ransom	1999	6.5	85545	['comedy']
m216	witness	1992	8.3	19067	['action' 'thriller']
m217	fantastic four	1948	4.6	110528	['crime' 'drama' 'thriller']
m218	shakespeare in love	1995	4.4	34997	['sci-fi' 'thriller']
m219	shallow hal	1996	6.8	176863	['comedy' 'romance']
m220	dr. dolittle	2006	8.1	174325	['fantasy' 'adventure']
m221	bug's life a	1953	7.7	77200	['action' 'thriller']
m222	rain man	1973	6.6	97922	['action' 'thriller']
m223	waking ned devine	1971	4.6	65012	['comedy']
m224	back to the future	1969	4.8	73905	['mystery' 'thriller']
m225	lord of the rings the fellowship of the ring	1962	5.3	103977	['action' 'thriller']
m226	predator	1969	6.2	60805	['action' 'crime']
m227	blade	1950	7.0	9855	['drama']
m228	e.t. the extra-terrestrial	1938	6.1	60735	['war' 'drama']
m229	batman	1995	8.4	10730	['mystery' 'thriller']
m230	liar liar	1975	4.8	13359	['comedy' 'romance']
m231	major league	1962	8.5	97729	['adventure' 'family']
m232	big	1960	5.9	68293	['fantasy' 'adventure']
m233	anastasia	1938	4.1	156426	['drama' 'romance']
m234	die hard 2	1982	4.7	96804	['horror']
m235	never been kissed	1956	3.7	66974	['action' 'adventure']
m236	babe	1964	7.9	85936	['sci-fi' 'thriller']
m237	robocop	1985	4.5	81990	['drama']
m238	independence day	1964	3.7	130075	['adventure' 'family']
m239	blade runner	1999	3.8	26728	['fantasy' 'adventure']
m240	pearl harbor	1988	7.1	40664	['action' 'crime']
m241	volcano	2006	4.0	43060	['sci-fi' 'thriller']
m242	batman forever	1972	5.7	74415	['action' 'crime']
m243	armageddon	1977	5.8	13613	['action' 'thriller']
m244	snatch	1983	5.7	4924	['war' 'drama']
m245	jurassic park iii	1984	7.0	102577	['drama' 'romance']
m246	cliffhanger	1989	4.6	1690	['sci-fi' 'thriller']
m247	goodfellas	1958	5.8	23870	['sci-fi' 'thriller']
m248	untitled film 248	1984	6.0	42760	['comedy']
m249	untitled film 249	1939	3.8	37504	['action' 'crime']
m250	untitled film 250	1988	4.0	163254	['mystery' 'thriller']
m251	untitled film 251	1985	7.5	45156	['comedy']
m252	untitled film 252	1982	5.0	136768	['comedy']
m253	untitled film 253	1946	4.1	128734	['fantasy' 'adventure']
m254	untitled film 254	1963	5.1	11552	['mystery' 'thriller']
m255	untitled film 255	1999	5.2	159440	['mystery' 'thriller']
m256	untitled film 256	1987	4.0	186877	['animation' 'comedy' 'family']
m257	untitled film 257	1958	7.0	58365	['animation' 'comedy' 'family']
m258	untitled film 258	1989	6.8	51559	['war' 'drama']
m259	untitled film 259	1998	4.5	57333	['action' 'adventure']
m260	untitled film 260	1989	8.6	41170	['sci-fi' 'thriller']
m261	untitled film 261	1983	4.2	64915	['drama' 'romance']
m262	untitled film 262	1962	3.7	147564	['war' 'drama']
m263	untitled film 263	1942	7.1	85137	['drama']
m264	untitled film 264	1987	6.7	144342	['war' 'drama']
m265	untitled film 265	1977	7.0	80945	['animation' 'comedy' 'family']
m266	untitled film 266	1969	5.8	172861	['horror']
m267	untitled film 267	1995	6.2	47011	['action' 'adventure']
m268	untitled film 268	1938	6.8	128469	['crime' 'drama' 'thriller']
m269	untitled film 269	1968	5.9	162305	['fantasy' 'adventure']
m270	untitled film 270	1996	8.0	124201	['sci-fi' 'thriller']
m271	untitled film 271	1951	3.9	94148	['sci-fi' 'thriller']
m272	untitled film 272	1984	4.0	116009	['adventure' 'family']
m273	untitled film 273	2003	7.0	10806	['action' 'crime']
m274	untitled film 274	1954	3.9	192427	['horror']
m275	untitled film 275	2003	3.9	197297	['adventure' 'family']
m276	untitled film 276	1986	7.0	35850	['action' 'adventure']
m277	untitled film 277	1946	8.9	192061	['drama' 'romance']
m278	untitled film 278	1952	4.5	129090	['action' 'thriller']
m279	untitled film 279	1959	7.2	189176	['mystery' 'thriller']
m280	untitled film 280	1966	3.9	92135	['animation' 'comedy' 'family']
m281	untitled film 281	1970	4.4	160983	['action' 'thriller']
m282	untitled film 282	1996	4.3	131803	['mystery' 'thriller']
m283	untitled film 283	1999	4.6	69059	['animation' 'comedy' 'family']
m284	untitled film 284	2002	4.8	97737	['action' 'adventure']
m285	untitled film 285	1963	4.5	42415	['action' 'crime']
m286	untitled film 286	1973	7.2	98936	['comedy']
m287	untitled film 287	1971	4.1	139275	['action' 'adventure']
m288	untitled film 288	1984	8.7	118911	['adventure' 'family']
m289	untitled film 289	2004	6.6	27572	['action' 'thriller']
m290	untitled film 290	2006	6.9	103501	['drama' 'romance']
m291	untitled film 291	1985	4.9	96866	['animation' 'comedy' 'family']
m292	untitled film 292	1956	5.4	21484	['crime' 'drama' 'thriller']
m293	untitled film 293	1967	4.5	195078	['action' 'adventure']
m294	untitled film 294	1975	7.9	66643	['action' 'thriller']
m295	untitled film 295	1978	7.5	196002	['action' 'adventure']
m296	untitled film 296	1966	4.3	161644	['action' 'crime']
m297	untitled film 297	1993	5.8	95596	['mystery' 'thriller']
m298	untitled film 298	1944	4.2	59724	['animation' 'comedy' 'family']
m299	untitled film 299	1943	3.6	835	['animation' 'comedy' 'family']
m300	untitled film 300	1983	5.1	137274	['horror']
m301	untitled film 301	2006	4.7	153134	['action' 'thriller']
m302	untitled film 302	1955	4.6	163709	['war' 'drama']
m303	untitled film 303	1998	4.4	3849	['mystery' 'thriller']
m304	untitled film 304	1969	7.3	118338	['drama']
m305	untitled film 305	1946	6.9	174599	['fantasy' 'adventure']
m306	untitled film 306	1972	5.7	69418	['action' 'adventure']
m307	untitled film 307	1945	7.0	147561	['mystery' 'thriller']
m308	untitled film 308	1982	6.7	151793	['crime' 'drama' 'thriller']
m309	untitled film 309	2004	7.5	65292	['comedy']
m310	untitled film 310	1938	3.7	139486	['action' 'adventure']
m311	untitled film 311	1989	4.5	41887	['action' 'adventure']
m312	untitled film 312	1951	3.6	144571	['action' 'crime']
m313	untitled film 313	1963	4.3	52452	['adventure' 'family']
m314	untitled film 314	2002	7.0	109003	['war' 'drama']
m315	untitled film 315	1960	6.2	16866	['action' 'thriller']
m316	untitled film 316	1944	8.9	190022	['fantasy' 'adventure']
m317	untitled film 317	1999	7.4	1814	['sci-fi' 'thriller']
m318	untitled film 318	1993	7.5	122116	['drama']
m319	untitled film 319	1995	4.4	27748	['action' 'thriller']
m320	untitled film 320	1967	7.0	32463	['horror']
m321	untitled film 321	1971	7.3	69877	['action' 'crime']
m322	untitled film 322	2008	7.2	179910	['fantasy' 'adventure']
m323	untitled film 323	2004	8.7	77644	['action' 'crime']
m324	untitled film 324	1965	4.0	133169	['action' 'adventure']
m325	untitled film 325	1959	4.9	62044	['war' 'drama']
m326	untitled film 326	1963	8.6	195749	['mystery' 'thriller']
m327	untitled film 327	1979	4.5	102047	['horror']
m328	untitled film 328	1968	5.5	165483	['mystery' 'thriller']
m329	untitled film 329	2006	6.0	139248	['drama' 'romance']
m330	untitled film 330	1938	8.1	114763	['drama' 'romance']
m331	untitled film 331	1967	6.6	80825	['fantasy' 'adventure']
m332	untitled film 332	1965	5.6	153591	['drama']
m333	untitled film 333	1959	4.3	7202	['drama']
m334	untitled film 334	1951	6.9	42567	['horror']
m335	untitled film 335	1956	7.3	8242	['action' 'adventure']
m336	untitled film 336	1955	7.2	166317	['action' 'adventure']
m337	untitled film 337	1946	7.5	17389	['war' 'drama']
m338	untitled film 338	1984	4.6	140107	['mystery' 'thriller']
m339	untitled film 339	1946	8.3	198271	['mystery' 'thriller']
m340	untitled film 340	1987	4.1	54079	['comedy' 'romance']
m341	untitled film 341	1952	3.7	197742	['action' 'crime']
m342	untitled film 342	1949	8.0	165703	['action' 'crime']
m343	untitled film 343	1974	6.1	34924	['drama']
m344	untitled film 344	1964	5.1	88365	['sci-fi' 'thriller']
m345	untitled film 345	1971	3.6	67442	['mystery' 'thriller']
m346	untitled film 346	1974	3.8	199340	['horror']
m347	untitled film 347	1979	7.7	157962	['adventure' 'family']
m348	untitled film 348	1998	8.1	162227	['drama' 'romance']
m349	untitled film 349	1941	7.8	8341	['sci-fi' 'thriller']
m350	untitled film 350	2004	7.7	91056	['crime' 'drama' 'thriller']
m351	untitled film 351	1944	6.4	56923	['drama' 'romance']
m352	untitled film 352	1949	6.6	75414	['comedy']
m353	untitled film 353	1993	3.5	53112	['action' 'thriller']
m354	untitled film 354	1944	3.5	128816	['drama']
m355	untitled film 355	2000	7.3	48520	['crime' 'drama' 'thriller']
m356	untitled film 356	1982	8.7	135190	['action' 'thriller']
m357	untitled film 357	1958	5.0	56436	['drama' 'romance']
m358	untitled film 358	1967	6.2	28965	['action' 'crime']
m359	untitled film 359	1948	6.1	182905	['adventure' 'family']
m360	untitled film 360	1951	6.9	93372	['drama']
m361	untitled film 361	1989	8.5	195504	['drama']
m362	untitled film 362	1992	8.3	6749	['horror']
m363	untitled film 363	1964	5.1	112363	['mystery' 'thriller']
m364	untitled film 364	2007	6.2	99582	['mystery' 'thriller']
m365	untitled film 365	1967	8.6	33410	['adventure' 'family']
m366	untitled film 366	1942	5.4	85782	['adventure' 'family']
m367	untitled film 367	1957	8.2	118195	['action' 'crime']
m368	untitled film 368	2008	7.5	44596	['crime' 'drama' 'thriller']
m369	untitled film 369	1994	7.2	67576	['animation' 'comedy' 'family']
m370	untitled film 370	1967	4.2	121265	['action' 'crime']
m371	untitled film 371	1968	6.2	70269	['action' 'thriller']
m372	untitled film 372	1957	7.4	65051	['drama' 'romance']
m373	untitled film 373	1979	6.8	91541	['comedy']
m374	untitled film 374	1968	5.3	49766	['action' 'thriller']
m375	untitled film 375	1951	4.4	172614	['drama']
m376	untitled film 376	1963	5.6	39030	['fantasy' 'adventure']
m377	untitled film 377	1976	7.5	114162	['action' 'thriller']
m378	untitled film 378	1963	4.1	28165	['action' 'thriller']
m379	untitled film 379	1964	8.3	121762	['action' 'adventure']
m380	untitled film 380	1939	5.7	114583	['drama' 'romance']
m381	untitled film 381	1966	6.2	165924	['action' 'thriller']
m382	untitled film 382	1997	3.6	67576	['animation' 'comedy' 'family']
m383	untitled film 383	1989	3.5	63663	['mystery' 'thriller']
m384	untitled film 384	1993	7.3	154140	['drama' 'romance']
m385	untitled film 385	1991	8.1	175234	['drama' 'romance']
m386	untitled film 386	1967	7.2	168325	['drama']
m387	untitled film 387	1996	5.8	68257	['action' 'crime']
m388	untitled film 388	1950	8.3	63692	['fantasy' 'adventure']
m389	untitled film 389	1989	7.4	165199	['comedy']
m390	untitled film 390	1970	8.1	126698	['crime' 'drama' 'thriller']
m391	untitled film 391	1940	6.9	107457	['adventure' 'family']
m392	untitled film 392	1961	8.3	86147	['fantasy' 'adventure']
m393	untitled film 393	1939	5.6	128558	['mystery' 'thriller']
m394	untitled film 394	1951	3.7	142588	['comedy' 'romance']
m395	untitled film 395	1958	7.4	52529	['adventure' 'family']
m396	untitled film 396	1982	4.0	150767	['crime' 'drama' 'thriller']
m397	untitled film 397	2007	4.6	124861	['adventure' 'family']
m398	untitled film 398	1940	7.0	97120	['adventure' 'family']
m399	untitled film 399	1981	5.7	119926	['comedy' 'romance']
m400	untitled film 400	1961	5.6	32235	['drama' 'romance']
m401	untitled film 401	1983	6.9	66330	['action' 'thriller']
m402	untitled film 402	1986	5.7	3638	['drama']
m403	untitled film 403	1991	8.4	164924	['drama' 'romance']
m404	untitled film 404	1983	6.6	28791	['comedy' 'romance']
m405	untitled film 405	1976	7.5	138319	['comedy' 'romance']
m406	untitled film 406	1988	6.0	43281	['comedy']
m407	untitled film 407	1946	7.9	166427	['comedy' 'romance']
m408	untitled film 408	1998	7.0	189078	['comedy' 'romance']
m409	untitled film 409	1956	5.4	167606	['war' 'drama']
m410	untitled film 410	1990	6.0	77310	['fantasy' 'adventure']
m411	untitled film 411	2008	7.0	123200	['horror']
m412	untitled film 412	1967	4.9	98755	['action' 'crime']
m413	untitled film 413	1970	8.8	178098	['comedy']
m414	untitled film 414	1999	3.5	189362	['fantasy' 'adventure']
m415	untitled film 415	1973	5.4	171697	['action' 'thriller']
m416	untitled film 416	1979	6.1	112476	['animation' 'comedy' 'family']
m417	untitled film 417	1948	7.1	95159	['comedy']
m418	untitled film 418	1976	8.1	15108	['drama']
m419	untitled film 419	1979	7.7	36955	['adventure' 'family']
m420	untitled film 420	1982	6.9	4078	['action' 'crime']
m421	untitled film 421	1939	4.6	19024	['action' 'crime']
m422	untitled film 422	1975	4.9	26760	['animation' 'comedy' 'family']
m423	untitled film 423	1956	8.1	48820	['fantasy' 'adventure']
m424	untitled film 424	1995	5.4	40172	['comedy' 'romance']
m425	untitled film 425	1989	7.8	44167	['animation' 'comedy' 'family']
m426	untitled film 426	1949	7.1	143936	['fantasy' 'adventure']
m427	untitled film 427	1976	4.6	181761	['comedy' 'romance']
m428	untitled film 428	2005	3.9	115122	['action' 'crime']
m429	untitled film 429	1952	6.5	69485	['sci-fi' 'thriller']
m430	untitled film 430	1967	8.0	124207	['crime' 'drama' 'thriller']
m431	untitled film 431	2009	3.8	122595	['mystery' 'thriller']
m432	untitled film 432	1956	7.3	64785	['crime' 'drama' 'thriller']
m433	untitled film 433	1959	6.4	192718	['action' 'adventure']
m434	untitled film 434	1958	8.0	122823	['drama' 'romance']
m435	untitled film 435	2001	7.1	122246	['horror']
m436	untitled film 436	1992	5.8	177345	['drama']
m437	untitled film 437	1961	6.9	166906	['action' 'crime']
m438	untitled film 438	1941	3.6	12174	['action' 'crime']
m439	untitled film 439	1980	7.9	24785	['adventure' 'family']
m440	untitled film 440	1999	6.1	38027	['action' 'adventure']
m441	untitled film 441	1965	7.4	164062	['comedy']
m442	untitled film 442	1981	4.0	172909	['horror']
m443	untitled film 443	1981	6.1	137916	['adventure' 'family']
m444	untitled film 444	1964	5.0	89791	['sci-fi' 'thriller']
m445	untitled film 445	1970	6.5	75948	['action' 'thriller']
m446	untitled film 446	1983	8.0	105985	['horror']
m447	untitled film 447	2002	8.8	132906	['horror']
m448	untitled film 448	1964	7.0	31064	['horror']
m449	untitled film 449	1962	5.2	78588	['comedy']
m450	untitled film 450	1949	7.7	10649	['sci-fi' 'thriller']
m451	untitled film 451	2008	8.3	143123	['animation' 'comedy' 'family']
m452	untitled film 452	1944	5.7	28592	['action' 'adventure']
m453	untitled film 453	1943	4.5	124682	['animation' 'comedy' 'family']
m454	untitled film 454	1945	7.8	142664	['animation' 'comedy' 'family']
m455	untitled film 455	1986	6.8	164465	['action' 'crime']
m456	untitled film 456	1948	4.6	175000	['action' 'crime']
m457	untitled film 457	1996	6.9	45737	['drama']
m458	untitled film 458	1961	8.2	110662	['fantasy' 'adventure']
m459	untitled film 459	1950	8.4	172042	['action' 'adventure']
m460	untitled film 460	1985	8.2	36508	['fantasy' 'adventure']
m461	untitled film 461	1977	6.5	67783	['war' 'drama']
m462	untitled film 462	1976	4.5	9126	['horror']
m463	untitled film 463	1940	5.8	168384	['animation' 'comedy' 'family']
m464	untitled film 464	1944	6.2	137029	['action' 'adventure']
m465	untitled film 465	1953	7.7	110531	['animation' 'comedy' 'family']
m466	untitled film 466	1989	5.9	3854	['action' 'crime']
m467	untitled film 467	1987	6.7	173007	['comedy']
m468	untitled film 468	1998	7.7	144016	['drama']
